  -9.9071471e-01  -9.3247227e-01  -7.9084297e-01  -6.5470183e-01  -5.4804773e-01  -4.6669777e-01  -4.0438498e-01  -3.5595870e-01
  -1.5144894e+00  -1.5506216e+00  -1.4196599e+00  -1.2379612e+00  -1.0585429e+00  -9.0891498e-01  -7.8976578e-01  -6.9611581e-01
  -1.5437763e+00  -1.6191810e+00  -1.4907910e+00  -1.2890441e+00  -1.0918944e+00  -9.3383560e-01  -8.1052715e-01  -7.1284894e-01
  -1.5433733e+00  -1.6257826e+00  -1.4998167e+00  -1.2904786e+00  -1.0912600e+00  -9.3204045e-01  -8.0853942e-01  -7.1170604e-01
  -1.5426666e+00  -1.6258221e+00  -1.5020369e+00  -1.2886560e+00  -1.0867996e+00  -9.2795797e-01  -8.0449758e-01  -7.0841510e-01
   1.0772083e-02   1.7650000e-03  -4.5695833e-03  -6.5416667e-04   1.6316667e-03  -6.7750000e-04  -9.7083333e-05   5.1791667e-04
  -6.5019753e-03  -5.3241975e-03   1.4814815e-04   1.6580247e-03   4.0555556e-04  -4.3691358e-04  -3.9580247e-04   7.3827160e-05
   5.6332812e-03   7.4105729e-03  -2.3407292e-03  -8.5927083e-04  -7.6619792e-04   1.5437500e-04  -4.6093750e-04  -1.3760417e-04
   2.4337333e-03   1.2226133e-03   4.9306400e-03  -9.7005333e-04   1.4112000e-04   3.5576000e-04  -2.4792000e-04  -8.5680000e-05
   7.8154321e-04   2.3484568e-04  -8.2274691e-04   4.5822531e-04   9.0432099e-06   1.4529321e-04  -2.1219136e-05  -1.1317901e-04
   3.0609574e-02   1.1155288e-01   1.3297244e-01   1.1208636e-01   8.5897355e-02   6.5286382e-02   5.0308114e-02   3.9708189e-02
   3.2463734e-02   5.2719110e-02   1.0109753e-01   1.1442954e-01   1.0189078e-01   8.1814219e-02   6.4608421e-02   5.1176450e-02
   2.2844395e-02   3.6244091e-02   8.0842671e-02   9.5449353e-02   8.2138036e-02   6.4131650e-02   5.0046969e-02   3.9628470e-02
   1.5925145e-02   2.8355767e-02   6.6096066e-02   7.8411757e-02   6.5934113e-02   5.1393629e-02   3.9996916e-02   3.1556954e-02
   2.3656214e-02   2.3879450e-02   5.5325546e-02   6.6085636e-02   5.5107006e-02   4.2637181e-02   3.3200808e-02   2.6189862e-02
   1.4275087e-01   4.5846976e-01   3.7554400e-01   2.7356850e-01   2.1089071e-01   1.7183979e-01   1.4497363e-01   1.2604452e-01
   5.1465690e-02   1.2503205e-01   1.8792938e-01   1.7305588e-01   1.3782642e-01   1.1412883e-01   9.6165672e-02   8.2903891e-02
   3.8113595e-02   7.3909500e-02   1.1853991e-01   1.2615915e-01   1.0236195e-01   8.5005459e-02   7.1501139e-02   6.2139831e-02
   2.7590176e-02   5.7277579e-02   9.3691322e-02   1.0133373e-01   8.3106652e-02   6.8517647e-02   5.8106314e-02   4.9882819e-02
   2.6030030e-02   4.6288571e-02   7.6094794e-02   8.6061971e-02   7.0166963e-02   5.7036401e-02   4.8061107e-02   4.1903713e-02
   9.3562467e-01   2.8935618e-01   3.9319045e-02   8.4447750e-03   4.0213083e-03   2.7347317e-03   2.2653317e-03   2.0919717e-03
   9.6987822e-01   7.2994232e-01   2.7914583e-01   4.7164514e-02   1.3286682e-02   6.2979709e-03   3.9559081e-03   3.0387877e-03
   9.7070791e-01   7.8004199e-01   3.8151884e-01   6.9820030e-02   1.4012551e-02   6.4909500e-03   4.0477158e-03   3.0617862e-03
   9.7286665e-01   7.9041366e-01   3.9855669e-01   7.1310778e-02   1.4614275e-02   6.4750276e-03   4.0729804e-03   3.1115420e-03
   9.7109145e-01   7.9132441e-01   4.1396381e-01   7.4996293e-02   1.5137574e-02   6.3232028e-03   4.0351490e-03   3.1216283e-03
   8.9176051e-01   7.3102581e-01   5.0098872e-01   3.4101816e-01   2.6305647e-01   2.1143975e-01   1.8919736e-01   1.7597435e-01
   5.8547276e-01   8.1146952e-01   5.9839301e-01   3.7506918e-01   1.9960816e-01   1.2564627e-01   8.8712706e-02   8.2879255e-02
   4.3136044e-01   7.3011178e-01   6.0597380e-01   2.8664065e-01   1.0189665e-01   5.2665037e-02   3.7587617e-02   4.1264685e-02
   4.3388653e-01   5.2772945e-01   5.6254443e-01   2.0499922e-01   6.7702460e-02   2.8121743e-02   1.3093667e-02   1.6456655e-02
   4.2001422e-01   3.8309132e-01   5.1914943e-01   1.6173235e-01   4.1280081e-02   2.4741870e-02   5.7828072e-03   1.2670026e-02
