  -8.8364442e-01  -8.7060804e-01  -8.5729038e-01  -8.4418395e-01
  -1.5226567e+00  -1.5114800e+00  -1.5005572e+00  -1.4877198e+00
  -1.5984146e+00  -1.5881802e+00  -1.5763884e+00  -1.5639522e+00
  -1.6019165e+00  -1.5909309e+00  -1.5789512e+00  -1.5657203e+00
   5.9375000e-06  -1.5732500e-03   5.1187500e-04  -4.9481250e-04
   3.7713148e-03  -9.5648704e-03  -6.6501852e-03   2.0932593e-03
  -4.7505625e-03  -8.3674844e-03  -1.2729141e-03  -1.0037773e-02
   7.0286360e-03   3.0554480e-03   4.1931080e-03  -2.6428040e-03
   1.2878178e-01   1.3142455e-01   1.3300013e-01   1.3457747e-01
   7.0784334e-02   7.5387328e-02   7.9780280e-02   8.4188288e-02
   5.2390210e-02   5.6293807e-02   6.0459234e-02   6.5063721e-02
   4.2252682e-02   4.6268954e-02   4.9908904e-02   5.3767569e-02
   5.3624288e-01   5.1378752e-01   4.9333281e-01   4.7020700e-01
   2.2101837e-01   2.3999675e-01   2.4740607e-01   2.4184224e-01
   1.2435172e-01   1.3357744e-01   1.3984348e-01   1.4342329e-01
   9.1762496e-02   9.7449617e-02   1.0231267e-01   1.0690296e-01
   3.1905251e-02   2.4732583e-02   1.7520209e-02   1.7724131e-02
   4.1838215e-01   3.4303402e-01   2.8372636e-01   2.4329155e-01
   5.5576046e-01   5.0639827e-01   4.4611927e-01   3.9083122e-01
   5.9160069e-01   5.4005245e-01   4.8465630e-01   4.3424145e-01
   6.5727035e-01   6.3497672e-01   6.1005397e-01   5.8994580e-01
   7.7156966e-01   7.4907004e-01   7.4099864e-01   7.1680058e-01
   7.7637521e-01   7.5491861e-01   7.3419628e-01   7.2489294e-01
   7.3844985e-01   7.1537425e-01   7.0052163e-01   6.6962334e-01
