  -1.5223771e+00  -1.5110857e+00  -1.4989445e+00  -1.4885837e+00
  -1.6018336e+00  -1.5906283e+00  -1.5786427e+00  -1.5654696e+00
   6.6411111e-03  -8.7040741e-03  -1.2442222e-02  -6.4337037e-03
   6.3015625e-04  -1.1775000e-03  -4.7854687e-03  -1.2170000e-02
   6.7598524e-02   7.3364775e-02   7.7263208e-02   8.0484281e-02
   4.8053131e-02   5.3330107e-02   5.6594026e-02   6.1623626e-02
   1.4616750e-01   1.4500345e-01   1.5342246e-01   1.6663216e-01
   8.8278191e-02   9.7075835e-02   9.1559245e-02   9.9968518e-02
   5.9910553e-01   5.6261224e-01   5.3822593e-01   5.0256684e-01
   6.8775631e-01   6.4085262e-01   6.2084018e-01   5.6972707e-01
   7.8828471e-01   7.6237331e-01   7.3522798e-01   7.2401160e-01
   7.9006375e-01   7.6371045e-01   7.2652982e-01   7.1939944e-01
