  -1.5658806e+00  -1.5588728e+00  -1.5273540e+00  -1.4852061e+00  -1.4319583e+00  -1.3778985e+00  -1.3150502e+00  -1.2508918e+00  -1.1870026e+00  -1.1238803e+00  -1.0678713e+00  -1.0091612e+00  -9.5903914e-01  -9.1223509e-01  -8.6664958e-01  -8.2858512e-01  -7.8920473e-01  -7.5441073e-01  -7.2366068e-01  -6.9494817e-01
  -1.6322834e+00  -1.6296659e+00  -1.6073007e+00  -1.5679791e+00  -1.5145580e+00  -1.4512839e+00  -1.3822532e+00  -1.3107908e+00  -1.2402173e+00  -1.1701994e+00  -1.1063908e+00  -1.0474872e+00  -9.9185237e-01  -9.4281394e-01  -8.9572518e-01  -8.5368665e-01  -8.1469610e-01  -7.7894976e-01  -7.4579178e-01  -7.1483491e-01
  -1.9780741e-02  -2.5891111e-02  -1.4987037e-02   1.1459259e-03  -3.0022222e-03   5.0388889e-03  -2.4177778e-03   1.5074074e-03   2.4259259e-04   7.4074074e-05   9.8074074e-04  -1.7696296e-03   3.2074074e-04  -1.1074074e-04   1.4340741e-03   6.9666667e-04  -2.1851852e-04   8.7703704e-04   8.2481481e-04   1.6681481e-03
   6.6400000e-03   9.7968750e-05   5.2779688e-03   1.8318750e-03   2.7625000e-03   3.1900000e-03   1.1935937e-03  -1.8370312e-03  -1.1653125e-03   1.3173437e-03   7.7343750e-04  -2.4796875e-04   2.7546875e-04   4.0312500e-04  -6.4218750e-04   6.0078125e-04   1.6078125e-04  -5.1921875e-04  -6.4218750e-05  -1.0984375e-04
   2.8893964e-02   4.5449623e-02   6.4415266e-02   8.0772881e-02   9.9819785e-02   1.0701564e-01   1.1421783e-01   1.1530120e-01   1.1356109e-01   1.0947364e-01   1.0193219e-01   9.6309283e-02   8.9568335e-02   8.2793270e-02   7.6053670e-02   7.0567950e-02   6.4593041e-02   5.9701220e-02   5.5145798e-02   5.1283454e-02
   2.0854727e-02   3.2142433e-02   4.5249019e-02   6.0889566e-02   7.6854036e-02   8.7676128e-02   9.4824990e-02   9.6405582e-02   9.4683426e-02   8.9433246e-02   8.3491404e-02   7.6755834e-02   7.0660652e-02   6.5405369e-02   5.9777028e-02   5.4977590e-02   5.0510943e-02   4.6322427e-02   4.3217221e-02   3.9694873e-02
   8.5250379e-02   1.1310049e-01   1.4027344e-01   1.5733226e-01   1.9972763e-01   1.9579421e-01   1.8907325e-01   1.7996465e-01   1.6542281e-01   1.5311303e-01   1.4150312e-01   1.3108795e-01   1.2261377e-01   1.1498289e-01   1.0819877e-01   1.0022802e-01   9.6171563e-02   9.1454602e-02   8.6737873e-02   8.2836493e-02
   5.8939378e-02   7.0123970e-02   8.8176865e-02   1.0234777e-01   1.0652720e-01   1.2423362e-01   1.2881815e-01   1.2726535e-01   1.1922857e-01   1.1011732e-01   1.0189133e-01   9.5672687e-02   8.9662465e-02   8.4427256e-02   7.9299810e-02   7.4866510e-02   7.0974812e-02   6.7886051e-02   6.3977033e-02   6.1349200e-02
   8.7027457e-01   7.6034453e-01   6.3118943e-01   4.7674631e-01   2.9335947e-01   1.8701052e-01   1.0491071e-01   6.9210960e-02   3.8419361e-02   2.2638575e-02   1.4447320e-02   1.0394833e-02   7.9582193e-03   5.6115481e-03   5.1020119e-03   4.9110563e-03   4.3675570e-03   3.5593644e-03   3.4829185e-03   3.1248933e-03
   8.8769694e-01   8.1164084e-01   7.0792335e-01   5.7592696e-01   4.3908787e-01   2.9009079e-01   1.3830223e-01   7.5022566e-02   3.9220690e-02   2.2001151e-02   1.5190400e-02   1.1056421e-02   8.7912738e-03   6.2920306e-03   5.1207787e-03   4.6235050e-03   4.1929381e-03   3.7037138e-03   3.4078456e-03   3.1461156e-03
   7.6733922e-01   8.2795897e-01   7.7490391e-01   7.1414622e-01   6.1355017e-01   5.5662785e-01   4.7275775e-01   3.8973156e-01   3.1901492e-01   2.5727922e-01   2.1197564e-01   1.7553604e-01   1.4369567e-01   1.3789515e-01   1.0896805e-01   1.0167751e-01   9.0492206e-02   8.9956937e-02   7.8741738e-02   6.7722454e-02
   5.1627981e-01   7.1993786e-01   7.5673182e-01   7.6063764e-01   6.7139988e-01   5.3453026e-01   4.0812222e-01   3.0553190e-01   2.3161443e-01   1.6275634e-01   1.0652737e-01   8.3465566e-02   7.9209090e-02   5.2576606e-02   5.5991659e-02   4.7219215e-02   4.0608297e-02   3.3108420e-02   3.1687727e-02   3.9439818e-02
