  -1.5412062e+00  -1.5356907e+00  -1.5242433e+00  -1.5168792e+00  -1.5085969e+00  -1.4961170e+00  -1.4852993e+00  -1.4733378e+00
  -1.6143875e+00  -1.6093022e+00  -1.5985872e+00  -1.5917624e+00  -1.5816115e+00  -1.5718737e+00  -1.5594755e+00  -1.5514870e+00
  -1.6156088e+00  -1.6090879e+00  -1.6004810e+00  -1.5924095e+00  -1.5844021e+00  -1.5737012e+00  -1.5624332e+00  -1.5514117e+00
  -1.6183612e+00  -1.6140963e+00  -1.6068232e+00  -1.5999652e+00  -1.5904485e+00  -1.5791193e+00  -1.5698939e+00  -1.5576385e+00
  -1.1738889e-02  -1.8463148e-02   5.1833333e-03   8.0098148e-03  -1.4033333e-02  -2.5972222e-03  -9.3050000e-03  -1.5968519e-03
  -6.0425000e-03  -7.5617188e-04   4.7960937e-03   5.2534375e-03  -6.9759375e-03  -6.4724219e-03   3.3864063e-03   2.9398437e-04
  -8.6116000e-04   6.7736800e-03  -2.1544000e-03   4.2002800e-03   2.8588000e-03   7.9952000e-04   5.5949600e-03   2.4616000e-03
  -2.2559491e-03   3.0840509e-03   3.4550926e-04  -3.6287963e-03  -5.3836343e-03   3.2658102e-03   4.5740741e-05   5.4199074e-04
   5.8330445e-02   6.1651767e-02   6.7992102e-02   7.0839896e-02   7.3690048e-02   7.9576011e-02   8.1996167e-02   8.8020829e-02
   3.9228878e-02   4.3737638e-02   4.7841881e-02   5.1059748e-02   5.4229521e-02   5.8156135e-02   6.2353604e-02   6.5374766e-02
   3.3077986e-02   3.6103405e-02   3.8815045e-02   4.1512103e-02   4.5118936e-02   4.6980560e-02   5.1114615e-02   5.3680243e-02
   2.7611637e-02   2.9997099e-02   3.1721801e-02   3.4357482e-02   3.7236138e-02   3.9785167e-02   4.2639765e-02   4.4755129e-02
   1.2923349e-01   1.3340454e-01   1.4322233e-01   1.5300380e-01   1.5189288e-01   1.6935846e-01   1.6977696e-01   1.7177417e-01
   7.8964451e-02   8.0938737e-02   8.7251980e-02   9.4366494e-02   9.5649690e-02   9.9094784e-02   1.0208941e-01   1.0215122e-01
   6.2557763e-02   6.5387486e-02   6.6554776e-02   7.0637262e-02   7.3300885e-02   7.7037462e-02   7.9774591e-02   8.3199106e-02
   5.0500710e-02   5.4381663e-02   5.4050694e-02   5.7234362e-02   6.1355609e-02   6.5880899e-02   6.4376670e-02   6.8327951e-02
   6.8375803e-01   6.6569890e-01   6.1837096e-01   5.8653972e-01   5.5640122e-01   4.9648608e-01   4.7956287e-01   4.2353401e-01
   7.5050493e-01   7.2455962e-01   6.9117721e-01   6.6331851e-01   6.2901249e-01   5.9831482e-01   5.6278590e-01   5.4620621e-01
   7.5237133e-01   7.2719055e-01   7.0464776e-01   6.7028937e-01   6.4536747e-01   6.1490260e-01   5.7813580e-01   5.4855742e-01
   7.5576789e-01   7.3260766e-01   7.0938340e-01   6.8382133e-01   6.5379555e-01   6.1855921e-01   5.9106864e-01   5.5793852e-01
   8.0441167e-01   7.9882745e-01   7.7653716e-01   7.7245382e-01   7.5006240e-01   7.2395417e-01   7.1388087e-01   6.8961368e-01
   7.6339255e-01   7.7571786e-01   7.3819118e-01   7.6975354e-01   7.2507608e-01   7.3649773e-01   6.9476747e-01   7.1903729e-01
   6.3859403e-01   6.5239405e-01   6.2992488e-01   6.3295501e-01   6.9970536e-01   6.5156823e-01   6.1369569e-01   6.0883674e-01
   4.8828612e-01   4.8781393e-01   5.1338462e-01   5.9165551e-01   5.7846650e-01   5.1377620e-01   5.5837024e-01   5.2985349e-01
