  -1.6087437e+00  -1.5907065e+00  -1.5686673e+00  -1.5421178e+00
  -1.6202637e+00  -1.6048879e+00  -1.5840251e+00  -1.5575484e+00
  -1.9610937e-04   1.9541719e-03   1.5126875e-03   3.6204688e-03
   4.6009722e-04  -4.4392593e-04  -1.1695185e-03  -1.6504167e-04
   4.1370635e-02   4.9773155e-02   5.8583678e-02   6.7339885e-02
   2.6946762e-02   3.2872025e-02   3.8879725e-02   4.4992772e-02
   7.8711635e-02   8.7251430e-02   1.0016688e-01   1.0883798e-01
   5.0190372e-02   5.4434870e-02   6.0260991e-02   6.6253419e-02
   7.4859324e-01   6.8358667e-01   6.0587496e-01   5.2477740e-01
   7.6141943e-01   7.0121400e-01   6.3526800e-01   5.6037452e-01
   7.6146607e-01   7.4486033e-01   7.3240629e-01   6.9908954e-01
   4.5005175e-01   5.2729564e-01   5.5527263e-01   5.2732438e-01
