  -4.9863826e-01  -4.8831925e-01  -4.7667187e-01  -4.6559649e-01  -4.5495711e-01  -4.4323447e-01  -4.3287278e-01  -4.2181828e-01  -4.1135812e-01  -4.0141115e-01  -3.9121615e-01  -3.8135744e-01  -3.7159459e-01  -3.6319671e-01  -3.5401446e-01  -3.4599930e-01  -3.3678991e-01  -3.2914903e-01  -3.2162150e-01  -3.1434201e-01
  -5.5255552e-01  -5.4117174e-01  -5.2919491e-01  -5.1658556e-01  -5.0453524e-01  -4.9257630e-01  -4.8012607e-01  -4.6791507e-01  -4.5595499e-01  -4.4462039e-01  -4.3269902e-01  -4.2127987e-01  -4.1116593e-01  -4.0049216e-01  -3.9032770e-01  -3.8007586e-01  -3.7126507e-01  -3.6131715e-01  -3.5306707e-01  -3.4341724e-01
  -5.7498175e-01  -5.6227807e-01  -5.4917962e-01  -5.3631562e-01  -5.2337748e-01  -5.0946680e-01  -4.9697273e-01  -4.8313005e-01  -4.7046646e-01  -4.5824809e-01  -4.4564127e-01  -4.3327787e-01  -4.2216053e-01  -4.1098677e-01  -4.0065829e-01  -3.9017732e-01  -3.8010388e-01  -3.6999156e-01  -3.6029859e-01  -3.5169864e-01
  -6.0083220e-01  -5.8846388e-01  -5.7557822e-01  -5.6128678e-01  -5.4729059e-01  -5.3452121e-01  -5.1989421e-01  -5.0575350e-01  -4.9233112e-01  -4.7909183e-01  -4.6510125e-01  -4.5270621e-01  -4.4040356e-01  -4.2827590e-01  -4.1598187e-01  -4.0499223e-01  -3.9345026e-01  -3.8329494e-01  -3.7330797e-01  -3.6379411e-01
  -6.2972374e-01  -6.1691853e-01  -6.0284951e-01  -5.8821679e-01  -5.7380504e-01  -5.5928514e-01  -5.4396213e-01  -5.2838015e-01  -5.1347448e-01  -4.9842799e-01  -4.8427953e-01  -4.6994492e-01  -4.5594206e-01  -4.4303043e-01  -4.3016681e-01  -4.1791536e-01  -4.0653455e-01  -3.9471169e-01  -3.8404948e-01  -3.7363658e-01
  -6.4109956e-01  -6.2783802e-01  -6.1359974e-01  -5.9864915e-01  -5.8262775e-01  -5.6753488e-01  -5.5166610e-01  -5.3556833e-01  -5.1979617e-01  -5.0472828e-01  -4.8959088e-01  -4.7446988e-01  -4.6009194e-01  -4.4682906e-01  -4.3337356e-01  -4.2069559e-01  -4.0882028e-01  -3.9749622e-01  -3.8649207e-01  -3.7607143e-01
  -6.5804138e-01  -6.4436510e-01  -6.3018956e-01  -6.1511435e-01  -5.9895073e-01  -5.8288333e-01  -5.6664169e-01  -5.4997005e-01  -5.3356625e-01  -5.1756645e-01  -5.0103897e-01  -4.8530293e-01  -4.7015383e-01  -4.5517429e-01  -4.4147234e-01  -4.2817290e-01  -4.1572874e-01  -4.0374931e-01  -3.9209348e-01  -3.8136150e-01
  -6.6352798e-01  -6.4999588e-01  -6.3528793e-01  -6.2078915e-01  -6.0433621e-01  -5.8852800e-01  -5.7190331e-01  -5.5493418e-01  -5.3813828e-01  -5.2139058e-01  -5.0480681e-01  -4.8909725e-01  -4.7312352e-01  -4.5800423e-01  -4.4416258e-01  -4.3016597e-01  -4.1721248e-01  -4.0507548e-01  -3.9359192e-01  -3.8261889e-01
   5.3894444e-03   3.8677778e-03  -4.6688889e-03   1.6122222e-03   2.1883333e-03  -1.4900000e-03   7.0444444e-04  -2.3222222e-04  -8.3055556e-04   1.7211111e-03  -1.2027778e-03   4.7666667e-04  -1.0622222e-03   2.9316667e-03   4.9888889e-04   1.3055556e-03   1.0550000e-03   1.3222222e-04  -6.5555556e-04  -7.8333333e-04
   1.4753125e-03   1.6912500e-03  -8.7418750e-03   1.5953125e-03  -2.4006250e-03  -3.3134375e-03  -1.6834375e-03   1.1709375e-03   1.4646875e-03  -2.3187500e-04   7.3562500e-04  -8.4000000e-04   1.3028125e-03  -6.6437500e-04   3.7125000e-04  -6.9531250e-04  -1.7634375e-03   4.7562500e-04  -1.9437500e-04   1.0375000e-04
