  -1.5674022e+00  -1.5529119e+00  -1.5403122e+00  -1.5209691e+00  -1.4981327e+00  -1.4741264e+00  -1.4464572e+00  -1.4161838e+00
  -1.6341242e+00  -1.6299875e+00  -1.6214435e+00  -1.6002468e+00  -1.5779652e+00  -1.5536186e+00  -1.5248390e+00  -1.4923335e+00
  -1.6264179e+00  -1.6190901e+00  -1.6113471e+00  -1.5973174e+00  -1.5762934e+00  -1.5486064e+00  -1.5185765e+00  -1.4858839e+00
  -1.5026667e-02  -1.5104074e-02  -2.5859259e-03   3.6777778e-03  -8.2651852e-03  -3.6100000e-03  -3.1637037e-03   1.0896296e-02
   1.1014844e-02   8.3426562e-03  -4.7282812e-03  -2.6646875e-03  -6.8331250e-03  -4.6767188e-03   2.0748437e-03  -1.5200000e-03
   4.5583200e-03  -1.7879200e-03  -9.0032000e-04   1.0466400e-03   1.1289920e-02   1.1568800e-03   5.6836800e-03  -1.2604800e-03
   3.5702908e-02   4.8552534e-02   5.8218979e-02   6.6816013e-02   7.7178661e-02   8.7657404e-02   9.3444325e-02   1.0153501e-01
   2.4482843e-02   3.2292084e-02   3.8768148e-02   4.9021960e-02   5.7721306e-02   6.6967852e-02   7.3465527e-02   8.0839041e-02
   2.2285178e-02   2.7362988e-02   3.3061187e-02   4.0305840e-02   4.6777324e-02   5.3589560e-02   6.1420423e-02   6.7033751e-02
   9.6770049e-02   1.1794494e-01   1.2537139e-01   1.4919776e-01   1.5963672e-01   1.7246049e-01   1.8676596e-01   1.7752460e-01
   6.1218638e-02   6.9114213e-02   7.4421928e-02   9.0304069e-02   9.8600080e-02   1.0983177e-01   1.1224501e-01   1.1723749e-01
   4.9324290e-02   5.7079966e-02   6.2642628e-02   6.7400104e-02   7.2859846e-02   8.2382393e-02   8.5209031e-02   9.1566657e-02
   8.2949253e-01   7.5076171e-01   6.8595675e-01   6.0273837e-01   5.1330719e-01   4.2764483e-01   3.3483576e-01   2.8096719e-01
   8.5631887e-01   8.0404667e-01   7.5969299e-01   6.8858335e-01   6.1388095e-01   5.2515388e-01   4.4968847e-01   3.6001606e-01
   8.5492508e-01   8.0006610e-01   7.5217998e-01   6.9566137e-01   6.3127349e-01   5.4603900e-01   4.7235622e-01   3.9146529e-01
   8.2827906e-01   8.0971717e-01   7.9508344e-01   7.5450081e-01   7.2237976e-01   7.0839051e-01   6.6451851e-01   6.0625773e-01
   7.2616990e-01   7.4638405e-01   7.9416195e-01   7.5786182e-01   7.3622267e-01   7.0692009e-01   6.3887565e-01   5.9288173e-01
   4.5909143e-01   5.3017152e-01   6.1315611e-01   6.2683034e-01   7.0959559e-01   6.3238419e-01   5.4819994e-01   5.1929659e-01
