  -1.5225913e+00  -1.5114547e+00  -1.4997888e+00  -1.4880456e+00
  -1.5986649e+00  -1.5882828e+00  -1.5758350e+00  -1.5637533e+00
   6.7768519e-04  -2.1696296e-04   1.5236481e-03  -3.3885185e-03
  -2.4017969e-03  -3.2480000e-03   2.7771875e-03   3.5210156e-03
   7.1012351e-02   7.5543511e-02   7.9881097e-02   8.4118259e-02
   5.2368558e-02   5.5601617e-02   6.0940780e-02   6.4603659e-02
   2.2114099e-01   2.3422049e-01   2.3096053e-01   2.4171942e-01
   1.2044684e-01   1.3050797e-01   1.3424552e-01   1.4208648e-01
   4.1535869e-01   3.4439877e-01   2.9480459e-01   2.4751422e-01
   5.6774418e-01   5.0636912e-01   4.5372180e-01   3.9750677e-01
   7.7331334e-01   7.4896212e-01   7.3354807e-01   7.2021248e-01
   7.8914896e-01   7.5602665e-01   7.3975799e-01   7.2271116e-01
