  -1.5693095e+00  -1.5576500e+00  -1.5409956e+00  -1.5212208e+00  -1.4999422e+00  -1.4740556e+00  -1.4463741e+00  -1.4161998e+00
  -1.6410002e+00  -1.6347942e+00  -1.6198575e+00  -1.6019474e+00  -1.5803022e+00  -1.5538448e+00  -1.5257236e+00  -1.4934618e+00
  -1.6327852e+00  -1.6273962e+00  -1.6161888e+00  -1.5989306e+00  -1.5762950e+00  -1.5502989e+00  -1.5197162e+00  -1.4861435e+00
  -1.3738815e-02  -6.0531852e-03  -1.0611000e-02  -9.0640741e-04  -4.4930000e-03  -3.6135556e-03  -8.4751852e-04   4.3759630e-03
   7.6044219e-03  -5.2843125e-03  -7.2916406e-03   3.3410937e-03  -4.4457188e-03  -3.4849531e-03   1.0976562e-04  -8.7148438e-04
  -1.6184000e-03   4.3578320e-03  -3.3661760e-03   4.5471600e-03   5.5707360e-03   9.2921760e-03  -9.5337600e-04  -2.2574480e-03
   4.1331314e-02   5.1130675e-02   6.1138867e-02   7.0682933e-02   7.9174454e-02   8.8221605e-02   9.5855728e-02   1.0296104e-01
   3.2055656e-02   3.5230364e-02   4.4473865e-02   5.1990489e-02   5.9875530e-02   6.8467561e-02   7.6260616e-02   8.3369526e-02
   2.7920765e-02   3.2025958e-02   3.7309206e-02   4.3743751e-02   5.0234924e-02   5.7163053e-02   6.3994456e-02   6.9297496e-02
   1.4075099e-01   1.5878844e-01   1.8176778e-01   2.2143212e-01   2.2936959e-01   2.5774701e-01   2.4881835e-01   2.4125139e-01
   8.4847523e-02   1.0272507e-01   1.1225641e-01   1.2292909e-01   1.3252323e-01   1.4976121e-01   1.4906623e-01   1.6203052e-01
   7.9231756e-02   7.6442576e-02   8.3271514e-02   8.7304530e-02   9.6993164e-02   1.0867231e-01   1.1976880e-01   1.2886757e-01
   7.4611359e-01   6.4557823e-01   5.2626078e-01   4.0271579e-01   2.9254839e-01   1.7969353e-01   1.2975873e-01   7.8828145e-02
   7.8520678e-01   7.3238062e-01   6.3104483e-01   5.6727877e-01   4.5914526e-01   3.2650773e-01   2.4620923e-01   1.4432100e-01
   7.8533717e-01   7.2268790e-01   6.6373319e-01   5.8617959e-01   5.0451589e-01   3.8402897e-01   2.7027203e-01   1.6845646e-01
   8.2332200e-01   8.2829417e-01   8.0323561e-01   7.6686399e-01   7.3587058e-01   6.9627926e-01   6.5612376e-01   6.0978229e-01
   7.6006261e-01   8.1546515e-01   7.7336003e-01   7.6859176e-01   7.3693211e-01   7.0251886e-01   6.7065016e-01   6.0536366e-01
   4.1116907e-01   6.7788978e-01   7.2265466e-01   7.0892931e-01   6.9200371e-01   6.8072420e-01   6.2411898e-01   5.6925747e-01
