1.000000000e-01 1.929071912e-05 1.453063859e-05 -7.564944202e+00 3.633488939e-04 3.632239862e-03 1.374081531e-05 0.000000000e+00 0.000000000e+00 -3.825495980e+04 2.419719203e+00 7.496902533e-04 5.144091635e-07
5.888888889e-01 6.233976454e-06 1.434998486e-05 -7.565119347e+00 3.515196937e-04 3.606138381e-03 1.296328358e-05 0.000000000e+00 0.000000000e+00 -3.825316494e+04 2.455204636e+00 7.492151191e-04 4.939608731e-07
1.077777778e+00 1.027682455e-05 1.418099555e-05 -7.562225353e+00 3.652918275e-04 3.680258732e-03 1.416577914e-05 0.000000000e+00 0.000000000e+00 -3.826343085e+04 2.469085219e+00 7.535158807e-04 5.181189142e-07
1.566666667e+00 -2.082689197e-05 1.446539607e-05 -7.555278601e+00 3.745140857e-04 3.776721497e-03 1.402960650e-05 0.000000000e+00 0.000000000e+00 -3.829489338e+04 2.457880470e+00 7.636912758e-04 5.397019034e-07
2.055555556e+00 1.137450036e-05 1.450729526e-05 -7.541367617e+00 3.864931565e-04 4.065079108e-03 1.721465725e-05 0.000000000e+00 0.000000000e+00 -3.835124590e+04 2.441751652e+00 7.849487616e-04 6.016467402e-07
2.544444444e+00 -9.238429797e-06 1.462331386e-05 -7.522902116e+00 4.280029476e-04 4.403959539e-03 1.962075168e-05 0.000000000e+00 0.000000000e+00 -3.842572933e+04 2.579732543e+00 8.136198023e-04 7.246569481e-07
3.033333333e+00 -2.686839958e-05 1.517224075e-05 -7.494499797e+00 4.697208090e-04 4.966440561e-03 2.481758670e-05 0.000000000e+00 0.000000000e+00 -3.854804975e+04 2.627865726e+00 8.594438754e-04 8.929557423e-07
3.522222222e+00 -6.314273537e-06 1.497797793e-05 -7.456906516e+00 5.449696664e-04 5.758120911e-03 3.265307055e-05 0.000000000e+00 0.000000000e+00 -3.870305677e+04 2.806566234e+00 9.246645979e-04 1.178305391e-06
4.011111111e+00 -6.494312309e-06 1.526696983e-05 -7.407217850e+00 6.309633462e-04 6.635913309e-03 4.069022288e-05 0.000000000e+00 0.000000000e+00 -3.891196677e+04 3.054678685e+00 1.015627769e-03 1.594923532e-06
4.500000000e+00 -1.059462195e-05 1.574974464e-05 -7.341716561e+00 7.707543309e-04 8.070995586e-03 5.568302173e-05 0.000000000e+00 0.000000000e+00 -3.918274465e+04 3.295017818e+00 1.151110990e-03 2.344635050e-06
5.000000000e+00 1.235419937e-06 1.387120968e-06 -7.256827329e+00 8.239358660e-05 9.977090659e-03 6.584384575e-06 0.000000000e+00 0.000000000e+00 -3.954052545e+04 3.162068803e-01 1.351283351e-03 3.338966513e-07
5.516129032e+00 1.769856374e-06 1.437934257e-06 -7.146506920e+00 1.060778005e-04 1.264303961e-02 9.267828961e-06 0.000000000e+00 0.000000000e+00 -4.000262806e+04 3.663005743e-01 1.657433769e-03 5.785191216e-07
6.032258065e+00 -5.024529046e-07 1.495713157e-06 -7.010762932e+00 1.385420497e-04 1.623894351e-02 1.311648043e-05 0.000000000e+00 0.000000000e+00 -4.057253582e+04 4.320323189e-01 2.117085724e-03 1.020426377e-06
6.548387097e+00 -6.487041297e-07 1.561849723e-06 -6.847153119e+00 1.839011211e-04 2.109095529e-02 1.871165777e-05 0.000000000e+00 0.000000000e+00 -4.126028844e+04 5.228513275e-01 2.818528847e-03 1.893390674e-06
7.064516129e+00 6.330162692e-07 1.633254819e-06 -6.654982477e+00 2.443037867e-04 2.752783075e-02 2.669087296e-05 0.000000000e+00 0.000000000e+00 -4.207240108e+04 6.424611437e-01 3.893656627e-03 3.612103137e-06
7.580645161e+00 -8.972464246e-07 1.708375618e-06 -6.432100892e+00 3.246494675e-04 3.605797602e-02 3.762900521e-05 0.000000000e+00 0.000000000e+00 -4.301999131e+04 8.020497856e-01 5.558553061e-03 6.724457140e-06
8.096774194e+00 -3.030095989e-06 1.804017167e-06 -6.178415447e+00 4.266170996e-04 4.713932585e-02 5.224221141e-05 0.000000000e+00 0.000000000e+00 -4.410754726e+04 1.011374098e+00 8.137936126e-03 1.193553375e-05
8.612903226e+00 -4.007986001e-07 1.907931915e-06 -5.895731167e+00 5.537081135e-04 6.129761249e-02 7.150728317e-05 0.000000000e+00 0.000000000e+00 -4.534083019e+04 1.283226555e+00 1.208966345e-02 2.049175703e-05
9.129032258e+00 -3.130023857e-06 2.041544152e-06 -5.585575270e+00 6.989199107e-04 7.888495824e-02 9.503900020e-05 0.000000000e+00 0.000000000e+00 -4.672761840e+04 1.632070130e+00 1.797316388e-02 3.355390185e-05
9.645161290e+00 -7.136329307e-07 2.200894343e-06 -5.252572115e+00 8.530966072e-04 1.004911841e-01 1.224249192e-04 0.000000000e+00 0.000000000e+00 -4.826929491e+04 2.056255649e+00 2.647095812e-02 5.112281236e-05
1.016129032e+01 4.518533554e-06 2.408103526e-06 -4.900995960e+00 1.008246082e-03 1.262509316e-01 1.531107439e-04 0.000000000e+00 0.000000000e+00 -4.998155432e+04 2.567645525e+00 3.829302105e-02 7.394354376e-05
1.067741935e+01 -2.958060439e-06 2.628313170e-06 -4.549282234e+00 1.140075141e-03 1.544118682e-01 1.830064776e-04 0.000000000e+00 0.000000000e+00 -5.182870268e+04 3.125509354e+00 5.316551313e-02 9.945648872e-05
1.119354839e+01 4.219420865e-06 2.881543297e-06 -4.199148409e+00 1.258765146e-03 1.861425278e-01 2.146917533e-04 0.000000000e+00 0.000000000e+00 -5.382282330e+04 3.748805625e+00 7.197356151e-02 1.295650561e-04
1.170967742e+01 5.165787469e-07 3.141270621e-06 -3.863133211e+00 1.343443590e-03 2.191434123e-01 2.436278129e-04 0.000000000e+00 0.000000000e+00 -5.594313201e+04 4.384100574e+00 9.371263176e-02 1.599251047e-04
1.222580645e+01 6.241438469e-06 3.379811248e-06 -3.550077141e+00 1.393526390e-03 2.528373241e-01 2.682205637e-04 0.000000000e+00 0.000000000e+00 -5.815285777e+04 5.000607357e+00 1.176376486e-01 1.884960459e-04
1.274193548e+01 -5.998680485e-07 3.625863069e-06 -3.265700426e+00 1.412933109e-03 2.852298933e-01 2.887445671e-04 0.000000000e+00 0.000000000e+00 -6.043078567e+04 5.571570140e+00 1.425881108e-01 2.147864351e-04
1.325806452e+01 -2.505036273e-06 3.852574828e-06 -3.007020233e+00 1.419078553e-03 3.180066917e-01 3.073097583e-04 0.000000000e+00 0.000000000e+00 -6.276213475e+04 6.135480116e+00 1.691270598e-01 2.400002469e-04
1.377419355e+01 -5.653933289e-06 4.078879987e-06 -2.775093904e+00 1.406032784e-03 3.490203500e-01 3.218155710e-04 0.000000000e+00 0.000000000e+00 -6.513600671e+04 6.655825804e+00 1.957068037e-01 2.621072192e-04
1.429032258e+01 -2.664552288e-06 4.307704016e-06 -2.570153400e+00 1.384416977e-03 3.783317157e-01 3.338137677e-04 0.000000000e+00 0.000000000e+00 -6.750826880e+04 7.112532875e+00 2.220947456e-01 2.818267011e-04
