1.000000000e-01 1.336387518e-05 1.991643790e-05 -6.872492335e+00 3.541082059e-04 6.519335579e-03 1.809195048e-05 0.000000000e+00 0.000000000e+00 -1.773919857e+04 1.218786102e+00 1.496599490e-03 9.945567145e-07
5.888888889e-01 -2.316675980e-05 1.972543579e-05 -6.872504761e+00 3.595452912e-04 6.577892576e-03 1.873433292e-05 0.000000000e+00 0.000000000e+00 -1.774170675e+04 1.226549635e+00 1.496783862e-03 1.004477969e-06
1.077777778e+00 2.947658083e-05 2.063035714e-05 -6.869127427e+00 3.560959369e-04 6.637884403e-03 1.896114305e-05 0.000000000e+00 0.000000000e+00 -1.774738169e+04 1.233270084e+00 1.506148047e-03 1.010956583e-06
1.566666667e+00 -2.574405707e-05 2.033507325e-05 -6.862451798e+00 3.697797906e-04 6.857700162e-03 2.046077776e-05 0.000000000e+00 0.000000000e+00 -1.776204944e+04 1.246001735e+00 1.525979141e-03 1.061384741e-06
2.055555556e+00 -9.881819543e-06 2.066228614e-05 -6.850385750e+00 3.845134756e-04 7.273883360e-03 2.344494598e-05 0.000000000e+00 0.000000000e+00 -1.778643171e+04 1.243989405e+00 1.563031962e-03 1.181329495e-06
2.544444444e+00 2.218800502e-05 2.077488886e-05 -6.830187128e+00 4.176210262e-04 7.839623476e-03 2.690833113e-05 0.000000000e+00 0.000000000e+00 -1.782843298e+04 1.299118743e+00 1.624731263e-03 1.388893402e-06
3.033333333e+00 -3.190719491e-05 2.100611778e-05 -6.803082262e+00 4.600543968e-04 8.696390786e-03 3.191208630e-05 0.000000000e+00 0.000000000e+00 -1.788353246e+04 1.344647573e+00 1.711665134e-03 1.661125534e-06
3.522222222e+00 1.896379009e-05 2.149503827e-05 -6.763962481e+00 5.288644114e-04 9.887102234e-03 4.068246288e-05 0.000000000e+00 0.000000000e+00 -1.796514190e+04 1.411054032e+00 1.844981649e-03 2.218314218e-06
4.011111111e+00 2.596426614e-05 2.179602719e-05 -6.714564761e+00 6.390318629e-04 1.151709845e-02 5.375127436e-05 0.000000000e+00 0.000000000e+00 -1.806846385e+04 1.536133506e+00 2.031068321e-03 3.237682382e-06
4.500000000e+00 -1.710977639e-05 2.195811308e-05 -6.650548193e+00 7.578509800e-04 1.370080325e-02 7.003839487e-05 0.000000000e+00 0.000000000e+00 -1.820482340e+04 1.659327713e+00 2.290332435e-03 4.546970333e-06
5.000000000e+00 -6.123501680e-07 2.984676404e-06 -6.566421237e+00 1.228977009e-04 1.650297585e-02 1.225080167e-05 0.000000000e+00 0.000000000e+00 -1.838072126e+04 2.393923563e-01 2.680700534e-03 9.654720800e-07
5.516129032e+00 -9.690274950e-07 3.093657553e-06 -6.457110377e+00 1.576538762e-04 2.052152720e-02 1.693851068e-05 0.000000000e+00 0.000000000e+00 -1.861124459e+04 2.766112304e-01 3.275894682e-03 1.622192873e-06
6.032258065e+00 2.565423411e-07 3.218980133e-06 -6.322777096e+00 2.041212410e-04 2.584058539e-02 2.332622510e-05 0.000000000e+00 0.000000000e+00 -1.889534806e+04 3.271380664e-01 4.160058727e-03 2.788462591e-06
6.548387097e+00 -1.005457554e-06 3.362676136e-06 -6.161452900e+00 2.671837311e-04 3.283245513e-02 3.224052852e-05 0.000000000e+00 0.000000000e+00 -1.923815352e+04 3.946656619e-01 5.487194569e-03 4.840850098e-06
7.064516129e+00 3.599791695e-06 3.531026779e-06 -5.972250310e+00 3.485516743e-04 4.190483037e-02 4.460225812e-05 0.000000000e+00 0.000000000e+00 -1.964372371e+04 4.828197761e-01 7.476792912e-03 8.701237951e-06
7.580645161e+00 -9.930841049e-07 3.722123756e-06 -5.755378620e+00 4.513601614e-04 5.353983302e-02 6.048756469e-05 0.000000000e+00 0.000000000e+00 -2.011448033e+04 5.982450408e-01 1.044351106e-02 1.470513700e-05
8.096774194e+00 4.273586528e-08 3.941522690e-06 -5.511914899e+00 5.725776141e-04 6.799532851e-02 8.014332993e-05 0.000000000e+00 0.000000000e+00 -2.065309311e+04 7.447444127e-01 1.478398165e-02 2.373323513e-05
8.612903226e+00 -1.747801417e-06 4.214027949e-06 -5.243270491e+00 7.119731432e-04 8.567358922e-02 1.042902558e-04 0.000000000e+00 0.000000000e+00 -2.126347063e+04 9.303752543e-01 2.103933175e-02 3.723440228e-05
9.129032258e+00 -3.023316892e-06 4.547073580e-06 -4.955294443e+00 8.593077767e-04 1.068122738e-01 1.321537336e-04 0.000000000e+00 0.000000000e+00 -2.194459917e+04 1.151868068e+00 2.972502722e-02 5.537245707e-05
9.645161290e+00 -3.489854377e-06 4.960876755e-06 -4.652544750e+00 1.003342336e-03 1.314279545e-01 1.624297733e-04 0.000000000e+00 0.000000000e+00 -2.269596987e+04 1.401681064e+00 4.133805752e-02 7.797496585e-05
1.016129032e+01 -7.211137703e-06 5.419002635e-06 -4.343197719e+00 1.140676899e-03 1.591783702e-01 1.947347730e-04 0.000000000e+00 0.000000000e+00 -2.351542588e+04 1.694458771e+00 5.624475295e-02 1.055225000e-04
1.067741935e+01 4.746509150e-06 5.866127569e-06 -4.041058500e+00 1.250319352e-03 1.884656547e-01 2.251077859e-04 0.000000000e+00 0.000000000e+00 -2.438904381e+04 1.992832965e+00 7.380145621e-02 1.344462737e-04
1.119354839e+01 6.448167871e-06 6.379671400e-06 -3.745618342e+00 1.330032121e-03 2.198675071e-01 2.530465091e-04 0.000000000e+00 0.000000000e+00 -2.531670513e+04 2.293317266e+00 9.422024180e-02 1.633950899e-04
1.170967742e+01 1.463815837e-05 6.867333920e-06 -3.474411797e+00 1.384685324e-03 2.503708745e-01 2.780881926e-04 0.000000000e+00 0.000000000e+00 -2.627560069e+04 2.590467719e+00 1.159665457e-01 1.920730205e-04
1.222580645e+01 -7.425715908e-06 7.356846123e-06 -3.215937922e+00 1.418176561e-03 2.822640259e-01 3.011724977e-04 0.000000000e+00 0.000000000e+00 -2.727649837e+04 2.879595005e+00 1.401612960e-01 2.205488006e-04
1.274193548e+01 -1.427205831e-06 7.849675483e-06 -2.982292187e+00 1.433958969e-03 3.130241159e-01 3.201587710e-04 0.000000000e+00 0.000000000e+00 -2.829776631e+04 3.165741356e+00 1.648584508e-01 2.459230359e-04
